bath,bed,latitude,logitude,price,size,year built,zipcode,distance to subway,complaints
8,5,40.715198,-74.012496,40000000,7488,2018,10007,0.257922606,805.0
3,3,40.714199,-74.007499,3498000,2681,2008,10007,0.072314659,805.0
7,5,40.712775,-74.009033,29500000,5937,2016,10007,0.034081444,805.0
10,6,40.714801,-74.010597,19000000,14000,1858,10007,0.12003525,805.0
5,3,40.712775,-74.009033,30000000,4538,2016,10007,0.034081444,805.0
1,1,40.715369,-74.00699300000001,825000,17056,1860,10007,0.075567618,805.0
3,3,40.716037,-74.00989,5950000,3080,1920,10007,0.05799765,805.0
5,4,40.712775,-74.009033,23000000,3951,2016,10007,0.034081444,805.0
3,3,40.715585,-74.01143499999999,3950000,2070,2006,10007,0.167779211,805.0
4,4,40.714401,-74.008903,8995000,3300,1910,10007,0.028611412000000003,805.0
4,4,40.714439,-74.01061899999999,8995000,4002,2001,10007,0.14881451199999998,805.0
2,3,40.714401,-74.008903,4700000,2058,1910,10007,0.028611412000000003,805.0
3,3,40.714801,-74.008903,8750000,4117,1915,10007,0.049512197,805.0
1,2,40.714269,-74.006855,1695000,1085,1930,10007,0.084233112,805.0
3,3,40.715575,-74.009845,4800000,1926,1915,10007,0.035456154,805.0
4,3,40.715198,-74.012496,9880000,2998,2018,10007,0.257922606,805.0
3,2,40.715585,-74.01143499999999,3250000,1473,2006,10007,0.167779211,805.0
2,2,40.715198,-74.012496,4000000,1593,2018,10007,0.257922606,805.0
2,2,40.715301000000004,-74.008003,2450000,1239,1915,10007,0.022492346,805.0
4,4,40.714401,-74.008903,8995000,3300,1910,10007,0.028611412000000003,805.0
2,2,40.715099,-74.010902,1650000,1026,1987,10007,0.12800726099999998,805.0
4,2,40.712799,-74.009002,5675000,2044,2016,10007,0.033376132999999995,805.0
3,4,40.714269,-74.006855,4695000,3525,1930,10007,0.084233112,805.0
1,0,40.715801,-74.010696,675000,464,1987,10007,0.110849238,805.0
2,2,40.715609,-74.009919,2495000,1582,1915,10007,0.042190452999999996,805.0
3,3,40.715599,-74.010597,4525000,2378,1920,10007,0.09794585300000001,805.0
5,4,40.7154,-74.00679699999999,7500000,3839,1915,10007,0.09144114199999999,805.0
2,2,40.714102000000004,-74.007249,3200000,2157,1860,10007,0.079612957,805.0
3,3,40.714,-74.005096,4500000,2236,1910,10007,0.10536871099999999,805.0
5,4,40.714099,-74.012702,5400000,2502,1927,10007,0.283735024,805.0
3,2,40.715585,-74.01143499999999,3995000,1762,2006,10007,0.167779211,805.0
1,1,40.713941,-74.006971,1050000,755,1915,10007,0.052099714000000005,805.0
4,3,40.712775,-74.009033,5995000,2219,2016,10007,0.034081444,805.0
2,1,40.714,-74.005096,1690000,968,1910,10007,0.10536871099999999,805.0
4,4,40.714099,-74.007499,5495000,3752,2016,10007,0.073181512,805.0
3,2,40.716857,-74.012522,2599000,1280,2005,10007,0.296649693,805.0
1,1,40.715099,-74.010902,999000,709,1987,10007,0.12800726099999998,805.0
2,0,40.714199,-74.007698,4200000,5000,1920,10007,0.055542423,805.0
3,3,40.715,-74.0093,7900000,4157,1915,10007,0.039525325,805.0
3,2,40.714,-74.005096,2825000,1750,1910,10007,0.10536871099999999,805.0
5,4,40.715198,-74.012496,7700000,2685,2018,10007,0.257922606,805.0
2,2,40.715369,-74.00699300000001,2250000,17056,1860,10007,0.075567618,805.0
7,4,40.715198,-74.012496,14950000,3330,2018,10007,0.257922606,805.0
2,2,40.716578000000005,-74.012392,2500000,1260,2005,10007,0.274683438,805.0
2,2,40.714298,-74.007003,2250000,1640,1930,10007,0.09016568,805.0
4,4,40.714,-74.005096,7295000,3574,1910,10007,0.10536871099999999,805.0
1,1,40.715173,-74.010921,1125000,733,1987,10007,0.12734172900000001,805.0
3,3,40.714,-74.005096,3725000,2256,1910,10007,0.10536871099999999,805.0
1,1,40.716578000000005,-74.012392,1480000,750,2005,10007,0.274683438,805.0
3,3,40.715198,-74.012496,6300000,2217,2018,10007,0.257922606,805.0
4,4,40.714099,-74.012702,5995000,2870,1927,10007,0.283735024,805.0
2,3,40.713677000000004,-74.007323,2898000,2000,1900,10007,0.054441174,805.0
4,3,40.712501,-74.008399,8995000,3282,1913,10007,0.058283212,805.0
5,4,40.7154,-74.00679699999999,7925000,3953,1915,10007,0.09144114199999999,805.0
3,3,40.715198,-74.012496,7450000,2280,2018,10007,0.257922606,805.0
2,2,40.715198,-74.012496,4900000,1666,2018,10007,0.257922606,805.0
3,2,40.7145,-74.009201,3250000,1859,1900,10007,0.056005396,805.0
4,4,40.714099,-74.012702,6550000,2975,1927,10007,0.283735024,805.0
1,0,40.712775,-74.009033,1125000,501,2016,10007,0.034081444,805.0
4,3,40.714,-74.005096,4995000,2975,1910,10007,0.10536871099999999,805.0
4,3,40.714099,-74.012702,7200000,2970,1927,10007,0.283735024,805.0
4,3,40.712775,-74.009033,6850000,2213,2016,10007,0.034081444,805.0
3,3,40.712775,-74.009033,7200000,2213,2016,10007,0.034081444,805.0
3,3,40.714268,-74.008752,4550000,2366,1931,10007,0.015017606999999999,805.0
3,3,40.712775,-74.009033,6500000,1815,2016,10007,0.034081444,805.0
3,2,40.716578000000005,-74.012392,3249000,1624,2005,10007,0.274683438,805.0
1,1,40.715206,-74.00913100000001,1600000,697,2007,10007,0.017271341000000003,805.0
3,2,40.712775,-74.009033,4525000,1543,2016,10007,0.034081444,805.0
1,2,40.713677000000004,-74.007323,1695000,1010,1900,10007,0.054441174,805.0
3,2,40.712501,-74.008399,6750000,2548,1913,10007,0.058283212,805.0
4,3,40.7145,-74.008003,4395000,1915,2017,10007,0.031933307,805.0
3,2,40.714099,-74.012702,2779000,1510,1927,10007,0.283735024,805.0
3,2,40.714099,-74.012702,3550000,1779,1927,10007,0.283735024,805.0
3,2,40.712501,-74.008399,7900000,2425,1913,10007,0.058283212,805.0
4,3,40.714099,-74.012702,5175000,2355,1927,10007,0.283735024,805.0
4,3,40.714099,-74.012702,4100000,2027,1927,10007,0.283735024,805.0
4,3,40.7145,-74.008003,5600000,2209,2017,10007,0.031933307,805.0
2,1,40.715585,-74.01143499999999,2495000,1225,2006,10007,0.167779211,805.0
2,1,40.7149,-74.007102,1700000,845,2015,10007,0.054653437,805.0
3,3,40.715585,-74.01143499999999,3790000,2332,2006,10007,0.167779211,805.0
2,1,40.716578000000005,-74.012392,1800000,880,2005,10007,0.274683438,805.0
3,3,40.714099,-74.012702,4485000,2064,1927,10007,0.283735024,805.0
1,1,40.715099,-74.010902,1195000,868,1987,10007,0.12800726099999998,805.0
3,2,40.712775,-74.009033,4595000,1543,2016,10007,0.034081444,805.0
2,2,40.714099,-74.012702,2900000,1367,1927,10007,0.283735024,805.0
3,2,40.714099,-74.012702,3300000,1588,1927,10007,0.283735024,805.0
2,2,40.714,-74.005096,2775000,1459,1910,10007,0.10536871099999999,805.0
2,2,40.7145,-74.008003,2925000,1568,2017,10007,0.031933307,805.0
2,2,40.714805,-74.006504,2325000,1244,2010,10007,0.10614468,805.0
3,2,40.714099,-74.012702,2995000,1584,1927,10007,0.283735024,805.0
2,2,40.7145,-74.008003,3285000,1650,2017,10007,0.031933307,805.0
2,2,40.7145,-74.008003,4325000,1640,2017,10007,0.031933307,805.0
2,2,40.7145,-74.008003,3450000,1640,2017,10007,0.031933307,805.0
3,2,40.714099,-74.012702,2995000,1443,1927,10007,0.283735024,805.0
3,2,40.715585,-74.01143499999999,3795000,1762,2007,10007,0.167779211,805.0
2,2,40.715585,-74.01143499999999,2795000,1473,2006,10007,0.167779211,805.0
2,1,40.714,-74.005096,1995000,1149,1910,10007,0.10536871099999999,805.0
1,0,40.715198,-74.012496,2060000,755,2018,10007,0.257922606,805.0
2,1,40.712501,-74.008399,3495000,1294,1913,10007,0.058283212,805.0
1,1,40.715198,-74.012496,2500000,825,2018,10007,0.257922606,805.0
2,1,40.714,-74.005096,2355000,1290,1910,10007,0.10536871099999999,805.0
1,0,40.714053,-74.008924,2300000,1245,1969,10007,0.011955697,805.0
5,3,40.7082,-74.0011,4500000,10782,2015,10038,0.469414221,1064.0
3,2,40.711452,-74.007452,2750000,1537,2019,10038,0.117936249,1064.0
1,2,40.712945,-74.00048699999999,920000,1000,1960,10038,0.26688785800000003,1064.0
1,2,40.708166,-74.003633,940000,9450,1971,10038,0.27556536600000003,1064.0
3,3,40.708698,-74.001297,2995000,2426,1900,10038,0.43946301,1064.0
2,2,40.711452,-74.007452,2225000,1109,2019,10038,0.117936249,1064.0
2,1,40.711452,-74.007452,1910000,1001,2019,10038,0.117936249,1064.0
1,2,40.709832,-74.00950300000001,899000,1100,1927,10038,0.037731316,1064.0
3,3,40.711452,-74.007452,4225000,1808,2019,10038,0.117936249,1064.0
1,2,40.709108,-74.005261,1180000,9450,1971,10038,0.10501689999999998,1064.0
4,3,40.7112,-74.006896,12995000,3554,2015,10038,0.12432449999999999,1064.0
1,2,40.709253000000004,-74.00360500000001,899000,9450,1971,10038,0.237631545,1064.0
1,1,40.7112,-74.006896,2150000,855,2015,10038,0.12432449999999999,1064.0
3,2,40.711452,-74.007452,3765000,1725,2019,10038,0.117936249,1064.0
1,1,40.709396000000005,-74.00206999999999,780000,668,1971,10038,0.365834366,1064.0
1,0,40.707625,-74.00285699999999,545000,400,1971,10038,0.36325719799999995,1064.0
1,0,40.713126,-73.99945600000001,559000,498,1960,10038,0.33633515799999997,1064.0
1,2,40.708801,-74.001502,1485000,1250,1900,10038,0.420341942,1064.0
1,2,40.710085,-74.005037,965000,9450,1971,10038,0.134067874,1064.0
5,4,40.711299,-74.007499,12500000,3580,2019,10038,0.10337739800000001,1064.0
1,1,40.708872,-74.002015,795000,900,1920,10038,0.37638665600000004,1064.0
2,3,40.7108,-74.007499,2590000,2270,1923,10038,0.058730533,1064.0
2,2,40.709832,-74.00950300000001,1595000,1493,1927,10038,0.037731316,1064.0
1,1,40.710229999999996,-74.003926,675000,9450,1971,10038,0.201254,1064.0
4,4,40.711299,-74.007499,7650000,2909,2019,10038,0.10337739800000001,1064.0
3,2,40.7112,-74.006896,3850000,1624,2015,10038,0.12432449999999999,1064.0
1,2,40.712945,-74.00048699999999,945000,515425,1960,10038,0.26688785800000003,1064.0
2,2,40.709701,-74.008499,1329000,1088,1906,10038,0.027586346,1064.0
3,2,40.710201,-74.007301,3785000,2708,1900,10038,0.023879342999999997,1064.0
4,5,40.707629,-74.002809,5600000,3232,1901,10038,0.36634960899999996,1064.0
1,2,40.709396000000005,-74.00206999999999,1148000,9450,1971,10038,0.365834366,1064.0
1,2,40.710376000000004,-74.005339,920000,9450,1971,10038,0.134800927,1064.0
3,4,40.709521,-74.007665,2975000,3428,1900,10038,0.053124662999999996,1064.0
1,2,40.708079,-74.00747199999999,999000,1096,1967,10038,0.07309837599999999,1064.0
1,2,40.710229999999996,-74.003926,1099000,900,1971,10038,0.201254,1064.0
1,1,40.707625,-74.00285699999999,724000,9450,1971,10038,0.36325719799999995,1064.0
1,2,40.710376000000004,-74.005339,950000,9450,1971,10038,0.134800927,1064.0
1,2,40.712267,-74.000407,1090000,1150,1960,10038,0.31486562,1064.0
1,2,40.709396000000005,-74.00206999999999,988000,9450,1971,10038,0.365834366,1064.0
1,0,40.709931,-74.006599,649000,495,1940,10038,0.053173859000000004,1064.0
1,1,40.710229999999996,-74.003926,750000,9450,1971,10038,0.201254,1064.0
3,3,40.711299,-74.007499,3625000,1863,2019,10038,0.10337739800000001,1064.0
3,2,40.708298,-74.001154,2500000,1698,2017,10038,0.461871624,1064.0
1,1,40.708273,-74.006017,825000,704,2003,10038,0.09179951800000001,1064.0
1,1,40.710229999999996,-74.003926,750000,9450,1971,10038,0.201254,1064.0
3,3,40.711299,-74.007499,4120000,1808,2019,10038,0.10337739800000001,1064.0
1,1,40.707625,-74.00285699999999,775000,9450,1971,10038,0.36325719799999995,1064.0
3,2,40.711299,-74.007499,2425000,1346,2019,10038,0.10337739800000001,1064.0
3,2,40.711299,-74.007499,2825000,1537,2019,10038,0.10337739800000001,1064.0
1,1,40.709701,-74.008499,1065000,900,1906,10038,0.027586346,1064.0
2,1,40.711299,-74.007499,1700000,915,2019,10038,0.10337739800000001,1064.0
2,2,40.711299,-74.007499,2210000,1117,2019,10038,0.10337739800000001,1064.0
2,2,40.711299,-74.007499,2200000,1109,2019,10038,0.10337739800000001,1064.0
2,2,40.708273,-74.006017,1678000,1153,2003,10038,0.09179951800000001,1064.0
4,3,40.711299,-74.007499,5385000,2187,2019,10038,0.10337739800000001,1064.0
2,1,40.711299,-74.007499,1800000,999,2019,10038,0.10337739800000001,1064.0
4,3,40.711299,-74.007499,4300000,2115,2019,10038,0.10337739800000001,1064.0
2,2,40.709701,-74.008499,1875000,1317,1906,10038,0.027586346,1064.0
1,2,40.711453000000006,-74.006415,2395000,111685,1886,10038,0.11850102800000001,1064.0
3,2,40.709008000000004,-74.00726999999999,1816000,1757,1909,10038,0.038667466,1064.0
1,1,40.709701,-74.008499,975000,822,1906,10038,0.027586346,1064.0
2,1,40.708079,-74.00747199999999,1250000,1080,1967,10038,0.07309837599999999,1064.0
1,1,40.708273,-74.006017,895000,790,2003,10038,0.09179951800000001,1064.0
3,2,40.7112,-74.006896,2745000,1625,2015,10038,0.12432449999999999,1064.0
3,2,40.711299,-74.007499,3000000,1558,2019,10038,0.10337739800000001,1064.0
2,2,40.709992,-74.006959,1795000,1321,1919,10038,0.058036032,1064.0
2,1,40.708079,-74.00747199999999,1250000,1072,1967,10038,0.07309837599999999,1064.0
3,2,40.7112,-74.006896,3750000,1624,2015,10038,0.12432449999999999,1064.0
2,2,40.7101,-74.00693299999999,1649000,1471,1919,10038,0.056242415999999996,1064.0
1,1,40.7112,-74.006896,1995000,855,2015,10038,0.12432449999999999,1064.0
0,0,40.713710999999996,-73.998366,949000,876,1920,10038,0.40993575299999996,1064.0
1,1,40.708273,-74.006017,949000,700,2003,10038,0.09179951800000001,1064.0
1,0,40.708273,-74.006017,650000,505,2003,10038,0.09179951800000001,1064.0
3,2,40.7112,-74.006896,3695000,1624,2015,10038,0.12432449999999999,1064.0
1,0,40.708273,-74.006017,749000,620,2003,10038,0.09179951800000001,1064.0
1,0,40.709931,-74.006599,985000,725,1940,10038,0.053173859000000004,1064.0
1,0,40.708273,-74.006017,775000,657,2003,10038,0.09179951800000001,1064.0
3,2,40.7112,-74.006896,2600000,1395,2015,10038,0.12432449999999999,1064.0
1,1,40.7112,-74.006896,1875000,855,2015,10038,0.12432449999999999,1064.0
1,0,40.708273,-74.006017,750000,652,2003,10038,0.09179951800000001,1064.0
1,0,40.708079,-74.00747199999999,725000,650,1967,10038,0.07309837599999999,1064.0
2,1,40.711299,-74.007499,1870000,1001,2019,10038,0.10337739800000001,1064.0
1,1,40.7112,-74.006896,1400000,703,2015,10038,0.12432449999999999,1064.0
1,0,40.709931,-74.006599,750000,500,1940,10038,0.053173859000000004,1064.0
1,1,40.7112,-74.006896,1998000,855,2015,10038,0.12432449999999999,1064.0
1,0,40.708273,-74.006017,795000,630,2003,10038,0.09179951800000001,1064.0
4,4,40.765503,-73.979,19950000,3466,2013,10019,0.06609553900000001,2675.0
2,1,40.763246,-73.976141,1995000,984,2008,10019,0.124023038,2675.0
1,0,40.764271,-73.977441,359000,575,1962,10019,0.004979513,2675.0
2,2,40.763000000000005,-73.9776,1749000,1250,1963,10019,0.04403171,2675.0
1,0,40.761713,-73.969755,875000,512,1975,10022,0.12381593199999999,1056.0
2,1,40.756706,-73.977099,1485000,842,2005,10036,0.38653281799999994,6536.0
4,3,40.764719,-73.979289,5700000,2092,1986,10019,0.08983934199999999,2675.0
2,2,40.7658,-73.979301,2345000,1650,1909,10019,0.042906001,2675.0
3,2,40.763197999999996,-73.976097,4900000,1548,2008,10019,0.130111482,2675.0
4,3,40.7649,-73.977203,2995000,2200,1926,10019,0.028469305,2675.0
4,3,40.761713,-73.969755,3350000,2050,1975,10022,0.12381593199999999,1056.0
3,2,40.760681,-73.976073,5000000,2248,1982,10019,0.029448474,2675.0
2,2,40.760546000000005,-73.976495,6600000,1625,2014,10019,0.032467419,2675.0
3,2,40.760546000000005,-73.976495,6300000,1843,2014,10019,0.032467419,2675.0
2,1,40.766677,-73.979737,3500000,1050,1963,10019,0.100663125,2675.0
1,2,40.762816,-73.977272,1295000,776,1963,10019,0.07244626700000001,2675.0
2,2,40.762895,-73.970355,4800000,2001,1959,10022,0.17278787,1056.0
2,1,40.764719,-73.979289,1375000,782,1986,10019,0.08983934199999999,2675.0
3,2,40.761434,-73.969949,3275000,1741,1975,10022,0.154554254,1056.0
2,2,40.761772,-73.983289,1595000,1100,1927,10019,0.061254521,2675.0
2,2,40.765806,-73.97898599999999,2295000,1650,1909,10019,0.06810179200000001,2675.0
2,2,40.765587,-73.977547,2650000,1382,1950,10019,0.11003845400000001,2675.0
4,4,40.762298,-73.970802,5380000,3100,1916,10022,0.195679646,1056.0
3,2,40.7592,-73.976083,3295000,1800,1973,10022,0.124424251,1056.0
2,2,40.761689000000004,-73.98041500000001,2295000,1124,1987,10019,0.133027163,2675.0
2,1,40.7592,-73.976083,2550000,1268,1973,10022,0.124424251,1056.0
1,2,40.761772,-73.983289,1180000,855,1927,10019,0.061254521,2675.0
2,2,40.765428,-73.976894,3700000,1431,1930,10019,0.08834342699999999,2675.0
3,2,40.7616,-73.978401,6420000,2045,2018,10019,0.195769848,2675.0
2,1,40.764459,-73.976348,1250000,950,1969,10019,0.04223924,2675.0
2,2,40.762733000000004,-73.970731,2495000,375239,1929,10022,0.196647049,1056.0
2,1,40.766174,-73.978516,875000,725,1930,10019,0.120771011,2675.0
1,1,40.761299,-73.98269599999999,739000,668,1927,10019,0.056505748,2675.0
1,1,40.766174,-73.978516,1990000,1365,1930,10019,0.120771011,2675.0
1,1,40.760681,-73.976073,925000,634,1982,10019,0.029448474,2675.0
3,2,40.758499,-73.97219799999999,4375000,1638,2017,10022,0.11262329900000001,1056.0
1,1,40.766174,-73.978516,1300000,950,1930,10019,0.120771011,2675.0
2,1,40.760525,-73.972787,1850000,1074,2003,10022,0.127001342,1056.0
2,2,40.761641,-73.97012,1850000,212505,1926,10022,0.154697938,1056.0
2,2,40.760799,-73.970298,1250000,1300,1927,10022,0.22378497100000003,1056.0
2,2,40.76299,-73.969937,3729000,1554,1927,10022,0.146619563,1056.0
1,1,40.761772,-73.983289,675000,550,1927,10019,0.061254521,2675.0
2,1,40.765503,-73.979,3600000,1021,2013,10019,0.06609553900000001,2675.0
1,1,40.760188,-73.984362,1350000,889,2005,10019,0.046539434000000005,2675.0
2,1,40.760681,-73.976073,1495000,1225,1982,10019,0.029448474,2675.0
1,1,40.760525,-73.972787,1395000,528,2006,10022,0.127001342,1056.0
1,1,40.761772,-73.983289,635000,450,1927,10019,0.061254521,2675.0
1,1,40.766174,-73.978516,895000,800,1930,10019,0.120771011,2675.0
1,0,40.765428,-73.976894,599050,336,1930,10019,0.08834342699999999,2675.0
3,2,40.765428,-73.976894,2350000,1235,1930,10019,0.08834342699999999,2675.0
1,1,40.764459,-73.976348,1099000,754,1969,10019,0.04223924,2675.0
2,2,40.762816,-73.977272,1699800,1200,1963,10019,0.07244626700000001,2675.0
2,2,40.762253,-73.970772,1699000,111310,1916,10022,0.19312611300000002,1056.0
3,2,40.761641,-73.97012,2950000,212505,1926,10022,0.154697938,1056.0
2,1,40.761713,-73.969755,1850000,1423,1975,10022,0.12381593199999999,1056.0
2,1,40.762999,-73.981277,1100000,900,1968,10019,0.026271212000000002,2675.0
2,2,40.761689000000004,-73.98041500000001,2400000,1124,1987,10019,0.133027163,2675.0
2,2,40.762733000000004,-73.970731,2395000,1700,1929,10022,0.196647049,1056.0
2,1,40.765503,-73.979,3595000,1037,2013,10019,0.06609553900000001,2675.0
1,1,40.764499,-73.974502,2000000,782,1907,10019,0.025615317999999998,2675.0
2,2,40.761713,-73.969755,2095000,1423,1975,10022,0.12381593199999999,1056.0
2,1,40.756706,-73.977099,1465000,848,2005,10036,0.38653281799999994,6536.0
2,2,40.761713,-73.969755,2250000,1333,1975,10022,0.12381593199999999,1056.0
2,2,40.761641,-73.97012,2800000,212505,1926,10022,0.154697938,1056.0
2,2,40.761713,-73.969755,1895000,1208,1975,10022,0.12381593199999999,1056.0
2,1,40.766174,-73.978516,1225000,830,1930,10019,0.120771011,2675.0
1,1,40.759335,-73.97074,875000,800,1951,10022,0.112807121,1056.0
2,2,40.761641,-73.97012,1700000,1250,1926,10022,0.154697938,1056.0
2,2,40.766201,-73.978599,3888000,1350,1930,10019,0.116324394,2675.0
1,1,40.761772,-73.983289,650000,500,1927,10019,0.061254521,2675.0
2,1,40.764499,-73.974502,3595000,1155,1907,10019,0.025615317999999998,2675.0
2,1,40.758499,-73.97219799999999,2765000,1375,2017,10022,0.11262329900000001,1056.0
1,1,40.764459,-73.976348,1230000,846,1969,10019,0.04223924,2675.0
2,2,40.761641,-73.97012,1495000,212505,1926,10022,0.154697938,1056.0
2,1,40.764198,-73.97979699999999,1595000,916,1987,10019,0.074648297,2675.0
1,1,40.762999,-73.981277,899000,800,1968,10019,0.026271212000000002,2675.0
2,2,40.764198,-73.97979699999999,2195000,1200,1987,10019,0.074648297,2675.0
2,1,40.760681,-73.976073,1195000,980,1982,10019,0.029448474,2675.0
1,1,40.761772,-73.983289,675000,600,1927,10019,0.061254521,2675.0
2,1,40.761689000000004,-73.98041500000001,1769000,904,1987,10019,0.133027163,2675.0
2,2,40.761641,-73.97012,1495000,212505,1926,10022,0.154697938,1056.0
3,2,40.763246,-73.976141,2750000,1489,2008,10019,0.124023038,2675.0
1,1,40.764499,-73.974502,2195000,782,1907,10019,0.025615317999999998,2675.0
1,1,40.760799,-73.970298,550000,500,1927,10022,0.22378497100000003,1056.0
2,1,40.762298,-73.973899,2995000,1138,1983,10022,0.25580288100000004,1056.0
2,1,40.764198,-73.97979699999999,1495000,865,1987,10019,0.074648297,2675.0
2,1,40.758499,-73.97219799999999,2450000,1140,2017,10022,0.11262329900000001,1056.0
2,1,40.758499,-73.97219799999999,3750000,1375,2017,10022,0.11262329900000001,1056.0
1,1,40.764499,-73.976196,1150000,846,1969,10019,0.053881785999999994,2675.0
1,1,40.761641,-73.97012,1100000,850,1925,10022,0.154697938,1056.0
1,1,40.765547,-73.976652,3000000,962,1918,10019,0.107009185,2675.0
1,1,40.762298,-73.973899,1650000,1052,1983,10022,0.25580288100000004,1056.0
1,1,40.762816,-73.977272,1100000,694,1963,10019,0.07244626700000001,2675.0
1,0,40.7645,-73.9744,1650000,580,1907,10019,0.018193871,2675.0
2,1,40.762298,-73.973899,2250000,1127,1983,10022,0.25580288100000004,1056.0
1,0,40.765428,-73.976894,675000,406,1930,10019,0.08834342699999999,2675.0
1,1,40.765941,-73.980289,825000,800,1885,10019,0.028357784,2675.0
1,1,40.765941,-73.980289,735000,167076,1885,10019,0.028357784,2675.0
1,1,40.761772,-73.983289,769000,550,1927,10019,0.061254521,2675.0
1,1,40.761772,-73.983289,749999,511,1927,10019,0.061254521,2675.0
2,1,40.760546000000005,-73.976495,3650000,1194,2014,10019,0.032467419,2675.0
1,1,40.762816,-73.977272,935000,800,1963,10019,0.07244626700000001,2675.0
2,1,40.765428,-73.976894,1250000,928,1930,10019,0.08834342699999999,2675.0
1,0,40.761713,-73.969755,840000,513,1975,10022,0.12381593199999999,1056.0
1,0,40.764198,-73.97979699999999,795000,472,1987,10019,0.074648297,2675.0
1,0,40.764943,-73.977149,795000,601,1926,10019,0.032456213,2675.0
2,1,40.764198,-73.97979699999999,1399000,725,1987,10019,0.074648297,2675.0
1,1,40.766677,-73.979737,1150000,675,1963,10019,0.100663125,2675.0
2,1,40.760681,-73.976073,1695000,973,1982,10019,0.029448474,2675.0
1,1,40.760546000000005,-73.976495,3399999,1200,2014,10019,0.032467419,2675.0
1,0,40.761641,-73.97012,925000,212505,1926,10022,0.154697938,1056.0
1,1,40.760525,-73.972787,1595000,940,2003,10022,0.127001342,1056.0
1,1,40.7645,-73.9744,1350000,529,1907,10019,0.018193871,2675.0
2,1,40.765547,-73.976652,2800000,808,1918,10019,0.107009185,2675.0
1,0,40.764198,-73.97979699999999,795000,475,1987,10019,0.074648297,2675.0
1,0,40.762894,-73.985001,599000,580,1960,10022,0.034621277,1056.0
1,0,40.762894,-73.985001,529000,560,1960,10022,0.034621277,1056.0
2,1,40.762298,-73.973899,1900000,1127,1983,10022,0.25580288100000004,1056.0
1,0,40.7592,-73.976083,1875000,674,1976,10022,0.124424251,1056.0
1,0,40.764241,-73.979743,849000,530,1987,10019,0.07946583,2675.0
1,0,40.765428,-73.976894,750000,500,1930,10019,0.08834342699999999,2675.0
1,0,40.7645,-73.9744,1495000,531,1907,10019,0.018193871,2675.0
1,0,40.765428,-73.976894,680000,336,1930,10019,0.08834342699999999,2675.0
1,0,40.766174,-73.978516,825000,400,1930,10019,0.120771011,2675.0
1,0,40.762816,-73.977272,795000,476,1963,10019,0.07244626700000001,2675.0
1,0,40.765428,-73.976894,660000,400,1930,10019,0.08834342699999999,2675.0
1,0,40.765428,-73.976894,880000,556,1930,10019,0.08834342699999999,2675.0
1,0,40.768982,-73.987525,340000,350,1930,10019,0.426711144,2675.0
2,3,40.764625,-73.984883,3500000,1650,1979,10019,0.196917412,2675.0
3,3,40.766989,-73.984603,4095000,1647,1978,10019,0.10423126099999999,2675.0
1,1,40.764801,-73.989097,999000,585,1940,10019,0.35178649700000003,2675.0
3,3,40.769302,-73.987553,2300000,1637,2008,10019,0.43402958,2675.0
1,0,40.766805,-73.984776,649000,585,1929,10019,0.11540068099999999,2675.0
1,0,40.762848,-73.988998,550000,500,1989,10019,0.213690307,2675.0
2,1,40.767962,-73.984573,925000,850,1982,10019,0.167147844,2675.0
2,2,40.766825,-73.984237,3250000,1345,1978,10019,0.0703796,2675.0
1,1,40.764557,-73.994393,1200000,803,2015,10019,0.702669408,2675.0
1,0,40.7644,-73.99389599999999,850000,577,2015,10019,0.65742559,2675.0
1,1,40.762793,-73.98765,1165000,769,1988,10019,0.119738869,2675.0
2,3,40.765701,-73.987602,2950000,1333,2019,10019,0.361971876,2675.0
1,0,40.762882,-73.988491,579900,443,1988,10019,0.183069398,2675.0
2,1,40.766799,-73.9897,1195000,870,2008,10019,0.529921923,2675.0
2,2,40.766989,-73.984603,2290000,1014,1978,10019,0.10423126099999999,2675.0
2,2,40.766825,-73.984237,2500000,1050,1978,10019,0.0703796,2675.0
4,1,40.763197999999996,-73.99069899999999,3449900,4923,1910,10019,0.356834937,2675.0
2,2,40.764625,-73.984883,2099000,1039,1979,10019,0.196917412,2675.0
2,2,40.764625,-73.984883,1850000,1039,1979,10019,0.196917412,2675.0
2,2,40.766799,-73.984199,3500000,1342,1978,10019,0.06688503,2675.0
2,1,40.767962,-73.984573,1680000,850,1982,10019,0.167147844,2675.0
3,3,40.769302,-73.987553,2295000,1635,2008,10019,0.43402958,2675.0
3,2,40.766799,-73.984199,3400000,1355,1978,10019,0.06688503,2675.0
3,4,40.746299,-73.972702,3300000,2140,1989,10016,0.544296051,1409.0
2,2,40.745156,-73.971835,1395000,1012,1984,10016,0.689670085,1409.0
1,1,40.747678,-73.976479,700000,800,1960,10016,0.372036601,1409.0
2,1,40.745156,-73.971835,1149000,1001,1984,10016,0.689670085,1409.0
3,3,40.746299,-73.972702,2399888,1775,1989,10016,0.544296051,1409.0
2,2,40.746798999999996,-73.97350300000001,1450000,1015,2001,10016,0.469690275,1409.0
3,2,40.7474,-73.9714,3340000,1564,2019,10016,0.493199412,1409.0
2,3,40.746299,-73.972702,2300000,1556,1989,10016,0.544296051,1409.0
1,1,40.746653,-73.97577199999999,665000,770,1963,10016,0.470442956,1409.0
2,2,40.746798999999996,-73.97350300000001,1865000,1295,2001,10016,0.469690275,1409.0
