,Neighborhood,bath,bed,latitude,logitude,price,size,year built,zipcode,Station Name,Route1,Route2,Route3,Route4,Route5,Route6,Route7,Route8,Route9,Route10,Route11,distance to subway,number of subway lines
2986,Upper East Side,1.0,1.0,40.772074,-73.95131500000002,650000.0,720.0,1955,10075,77th St,6,,,,,,,,,,,0.7162844644974707,1
2987,Upper East Side,2.0,2.0,40.774781,-73.957735,1625000.0,1585.0,1980,10075,77th St,6,,,,,,,,,,,0.20308280309189636,1
2988,Upper East Side,1.0,1.0,40.773452,-73.95358,749000.0,800.0,1961,10075,77th St,6,,,,,,,,,,,0.5053560161582249,1
2989,Upper East Side,1.0,1.0,40.7733,-73.9542,750000.0,643.0,1974,10075,77th St,6,,,,,,,,,,,0.4541203966948781,1
2990,Upper East Side,2.0,1.0,40.774247,-73.95794000000002,2100000.0,1370.0,1930,10075,77th St,6,,,,,,,,,,,0.15541214345259746,1
2991,Upper East Side,2.0,2.0,40.774329,-73.957024,1395000.0,1400.0,1963,10075,77th St,6,,,,,,,,,,,0.2297167037340573,1
2992,Upper East Side,1.0,2.0,40.771579,-73.951234,1150000.0,1100.0,1955,10075,77th St,6,,,,,,,,,,,0.7378016823587407,1
2993,Upper East Side,3.0,3.0,40.7761,-73.963996,5495000.0,,1926,10075,77th St,6,,,,,,,,,,,0.42132957225943307,1
2994,Upper East Side,3.0,2.0,40.775186,-73.957921,2250000.0,,1926,10075,77th St,6,,,,,,,,,,,0.22461577886720008,1
2995,Upper East Side,3.0,3.0,40.7756,-73.960899,3495000.0,,1924,10075,77th St,6,,,,,,,,,,,0.2149894376192843,1
2996,Upper East Side,3.0,2.0,40.774329,-73.957024,2680000.0,1628.0,1963,10075,77th St,6,,,,,,,,,,,0.2297167037340573,1
2997,Upper East Side,3.0,2.0,40.776088,-73.96069200000002,2595000.0,1288.0,1973,10075,77th St,6,,,,,,,,,,,0.2625359073012504,1
2998,Upper East Side,1.0,1.0,40.771096,-73.954417,639000.0,66962.0,1920,10075,77th St,6,,,,,,,,,,,0.5156509407573706,1
2999,Upper East Side,2.0,2.0,40.777056,-73.96123100000001,3495000.0,1770.0,1987,10075,77th St,6,,,,,,,,,,,0.3779125111617053,1
3000,Upper East Side,2.0,1.0,40.776088,-73.96069200000002,1985000.0,1100.0,1973,10075,77th St,6,,,,,,,,,,,0.2625359073012504,1
3001,Upper East Side,1.0,1.0,40.773452,-73.95358,735000.0,750.0,1961,10075,77th St,6,,,,,,,,,,,0.5053560161582249,1
3002,Upper East Side,2.0,2.0,40.771444,-73.951401,1285000.0,1100.0,1956,10075,77th St,6,,,,,,,,,,,0.729225643420385,1
3003,Upper East Side,1.0,1.0,40.770836,-73.953574,840000.0,950.0,1964,10075,77th St,6,,,,,,,,,,,0.5914857363594891,1
3004,Upper East Side,2.0,2.0,40.774719,-73.957605,1699000.0,,1928,10075,77th St,6,,,,,,,,,,,0.20736848860543208,1
3005,Upper East Side,1.0,1.0,40.773471,-73.952304,699000.0,572.0,1973,10075,77th St,6,,,,,,,,,,,0.6127016141051843,1
3006,Upper East Side,1.0,1.0,40.772891,-73.952878,749000.0,431000.0,1961,10075,77th St,6,,,,,,,,,,,0.569720873033192,1
3007,Upper East Side,1.0,1.0,40.773471,-73.952304,875000.0,733.0,1973,10075,77th St,6,,,,,,,,,,,0.6127016141051843,1
3008,Upper East Side,3.0,2.0,40.770804,-73.948299,2750000.0,2100.0,1910,10075,77th St,6,,,,,,,,,,,0.9994896874623568,1
3009,Upper East Side,2.0,2.0,40.775186,-73.957921,1995000.0,,1926,10075,77th St,6,,,,,,,,,,,0.22461577886720008,1
3010,Upper East Side,2.0,2.0,40.775754,-73.962512,3190000.0,1200.0,1958,10075,77th St,6,,,,,,,,,,,0.30252756527597746,1
3011,Upper East Side,3.0,2.0,40.775754,-73.962512,3695000.0,1844.0,1958,10075,77th St,6,,,,,,,,,,,0.30252756527597746,1
3012,Upper East Side,2.0,2.0,40.773162,-73.95909,1750000.0,,1957,10075,77th St,6,,,,,,,,,,,0.060418721362985275,1
3013,Upper East Side,1.0,1.0,40.770836,-73.953574,650000.0,800.0,1964,10075,77th St,6,,,,,,,,,,,0.5914857363594891,1
3014,Upper East Side,1.0,1.0,40.771085,-73.948194,645000.0,230473.0,1957,10075,77th St,6,,,,,,,,,,,0.998687556322966,1
3015,Upper East Side,3.0,2.0,40.771689,-73.955816,2295000.0,1454.0,2000,10075,77th St,6,,,,,,,,,,,0.3807424326179132,1
3016,Upper East Side,1.0,1.0,40.772891,-73.952878,725000.0,850.0,1961,10075,77th St,6,,,,,,,,,,,0.569720873033192,1
3017,Upper East Side,2.0,2.0,40.773471,-73.952304,1550000.0,1149.0,1973,10075,77th St,6,,,,,,,,,,,0.6127016141051843,1
3018,Upper East Side,1.0,1.0,40.775754,-73.962512,1485000.0,705.0,1958,10075,77th St,6,,,,,,,,,,,0.30252756527597746,1
3019,Upper East Side,1.0,1.0,40.772074,-73.95131500000002,799000.0,950.0,1955,10075,77th St,6,,,,,,,,,,,0.7162844644974707,1
3020,Upper East Side,1.0,1.0,40.772817,-73.954567,699000.0,950.0,1928,10075,77th St,6,,,,,,,,,,,0.4309223321329024,1
3021,Upper East Side,1.5,1.0,40.775699,-73.96410300000002,4995000.0,,1927,10075,77th St,6,,,,,,,,,,,0.4032053102582752,1
3022,Upper East Side,2.0,1.0,40.774329,-73.957024,1350000.0,,1963,10075,77th St,6,,,,,,,,,,,0.2297167037340573,1
3023,Upper East Side,1.0,2.0,40.772574,-73.95399,995000.0,,1941,10075,77th St,6,,,,,,,,,,,0.4842663120479215,1
3024,Upper East Side,1.0,1.0,40.7733,-73.9542,879000.0,615.0,1974,10075,77th St,6,,,,,,,,,,,0.4541203966948781,1
3025,Upper East Side,1.0,1.0,40.773625,-73.957262,899000.0,233483.0,1931,10075,77th St,6,,,,,,,,,,,0.19503982150249968,1
3026,Upper East Side,1.0,1.0,40.775299,-73.963302,2500000.0,,1927,10075,77th St,6,,,,,,,,,,,0.3224434551937997,1
3027,Upper East Side,1.0,1.0,40.773601,-73.957298,895000.0,,1931,10075,77th St,6,,,,,,,,,,,0.19199317448626288,1
3028,Upper East Side,1.0,1.0,40.7733,-73.9542,815000.0,556.0,1974,10075,77th St,6,,,,,,,,,,,0.4541203966948781,1
3029,Upper East Side,1.0,1.0,40.771085,-73.948194,650000.0,,1957,10075,77th St,6,,,,,,,,,,,0.998687556322966,1
3030,Upper East Side,2.0,2.0,40.774101,-73.956199,1550000.0,,1947,10075,77th St,6,,,,,,,,,,,0.2898743333316361,1
3031,Upper East Side,1.0,1.0,40.7729,-73.957515,715000.0,,1962,10075,77th St,6,,,,,,,,,,,0.19049808149375733,1
3032,Upper East Side,1.0,1.0,40.772817,-73.954567,715000.0,,1928,10075,77th St,6,,,,,,,,,,,0.4309223321329024,1
3033,Upper East Side,1.0,1.0,40.774719,-73.957605,939000.0,,1928,10075,77th St,6,,,,,,,,,,,0.20736848860543208,1
3034,Upper East Side,1.0,1.0,40.774327,-73.955884,875000.0,,1962,10075,77th St,6,,,,,,,,,,,0.32130957875234595,1
3035,Upper East Side,1.0,1.0,40.785424,-73.95450699999998,425000.0,615.0,1962,10128,96th St,6,,,,,,,,,,,0.2796381034531595,1
3036,Upper East Side,5.0,5.0,40.783485,-73.955773,11100000.0,5500.0,1901,10128,86th St,4,5,6,,,,,,,,,0.4188959638790023,3
3037,Upper East Side,6.0,5.0,40.7827,-73.9558,21900000.0,7000.0,2015,10128,86th St,4,5,6,,,,,,,,,0.3316534011739732,3
3038,Upper East Side,2.0,3.0,40.784591,-73.95448,600000.0,1296.0,1926,10128,96th St,6,,,,,,,,,,,0.30685569909951266,1
3039,Upper East Side,6.0,6.0,40.785151,-73.956587,9900000.0,5140.0,1899,10128,96th St,6,,,,,,,,,,,0.4573694462387957,1
3040,Upper East Side,1.0,1.0,40.779235,-73.94957099999998,329000.0,500.0,1960,10128,86th St,4,5,6,,,,,,,,,0.4842149192347742,3
3041,Upper East Side,2.0,3.0,40.783709,-73.95121800000003,999000.0,1100.0,1928,10128,96th St,6,,,,,,,,,,,0.21608219452521185,1
3042,Upper East Side,4.0,4.0,40.785661,-73.95564399999998,6490000.0,3100.0,1910,10128,96th St,6,,,,,,,,,,,0.3720063113367083,1
3043,Upper East Side,2.0,3.0,40.782114,-73.954441,799000.0,,1925,10128,86th St,4,5,6,,,,,,,,,0.2822306277040642,3
3044,Upper East Side,1.0,1.0,40.777713,-73.94985,350000.0,550.0,1925,10128,86th St,4,5,6,,,,,,,,,0.5022926914357987,3
3045,Upper East Side,9.0,6.0,40.785969,-73.95580600000002,18900000.0,8500.0,1901,10128,96th St,6,,,,,,,,,,,0.3853484415353871,1
3046,Upper East Side,2.0,3.0,40.782114,-73.954441,999000.0,54997.0,1925,10128,86th St,4,5,6,,,,,,,,,0.2822306277040642,3
3047,Upper East Side,7.0,6.0,40.776101,-73.945902,7865000.0,4600.0,1890,10128,86th St,4,5,6,,,,,,,,,0.8778831204366052,3
3048,Upper East Side,5.0,7.0,40.782191,-73.959289,34500000.0,218907.0,1928,10128,86th St,4,5,6,,,,,,,,,0.4073936381501182,3
3049,Upper East Side,5.0,6.0,40.775668,-73.944863,8100000.0,4800.0,1899,10128,86th St,4,5,6,,,,,,,,,0.9773976470112185,3
3050,Upper East Side,2.0,2.0,40.784732,-73.95481600000002,1075000.0,,1890,10128,96th St,6,,,,,,,,,,,0.32605595273882576,1
3051,Upper East Side,5.0,5.0,40.78715800000001,-73.95551999999998,25000000.0,7140.0,1925,10128,96th St,6,,,,,,,,,,,0.38949969867710493,1
3052,Upper East Side,1.0,1.0,40.78046,-73.95053100000001,369000.0,,1925,10128,86th St,4,5,6,,,,,,,,,0.4114221426013344,3
3053,Upper East Side,3.0,4.0,40.785701,-73.952201,4950000.0,3308.0,1915,10128,96th St,6,,,,,,,,,,,0.08309604318267852,1
3054,Upper East Side,1.0,1.0,40.777782,-73.946893,650000.0,21875.0,1915,10128,86th St,4,5,6,,,,,,,,,0.735803328666652,3
3055,Upper East Side,2.0,2.0,40.781199,-73.952046,1295000.0,,1980,10128,86th St,4,5,6,,,,,,,,,0.3231192609677228,3
3056,Upper East Side,5.0,4.0,40.783732,-73.95635899999998,14000000.0,5900.0,1925,10128,86th St,4,5,6,,,,,,,,,0.44957750803482655,3
3057,Upper East Side,1.0,1.0,40.779055,-73.951863,474000.0,,1962,10128,86th St,4,5,6,,,,,,,,,0.2954899165078739,3
3058,Upper East Side,1.0,0.0,40.782319,-73.95276700000002,299000.0,62272.0,1941,10128,86th St,4,5,6,,,,,,,,,0.364569603066452,3
3059,Upper East Side,4.0,4.0,40.77673,-73.944011,1700000.0,416668.0,1960,10128,86th St,4,5,6,,,,,,,,,1.0022022573797795,3
3060,Upper East Side,7.0,7.0,40.786607,-73.955365,11500000.0,5937.0,1901,10128,96th St,6,,,,,,,,,,,0.358183618549461,1
3061,Upper East Side,7.0,6.0,40.785494,-73.952893,9250000.0,5200.0,1899,10128,96th St,6,,,,,,,,,,,0.14512790773376127,1
3062,Upper East Side,1.0,1.0,40.780493,-73.950609,365000.0,450.0,1910,10128,86th St,4,5,6,,,,,,,,,0.4058326735709739,3
3063,Upper East Side,1.0,1.0,40.78046,-73.95053100000001,389000.0,,1925,10128,86th St,4,5,6,,,,,,,,,0.4114221426013344,3
3064,Upper East Side,1.0,1.0,40.776939,-73.944886,369000.0,500.0,1920,10128,86th St,4,5,6,,,,,,,,,0.9249565887435072,3
3065,Upper East Side,1.0,1.0,40.779418,-73.946873,460000.0,,1920,10128,86th St,4,5,6,,,,,,,,,0.7101103583860512,3
3066,Upper East Side,7.0,5.0,40.786267,-73.953402,22500000.0,6000.0,1930,10128,96th St,6,,,,,,,,,,,0.1886812754126312,1
3067,Upper East Side,2.0,3.0,40.785516,-73.95644200000002,2675000.0,2000.0,,10128,96th St,6,,,,,,,,,,,0.4401456541048295,1
3068,Upper East Side,3.0,3.0,40.777343,-73.943523,2195000.0,2400.0,1952,10128,86th St,4,5,6,,,,,,,,,1.022606044042642,3
3069,Upper East Side,2.0,2.0,40.781492,-73.952962,1100000.0,11625.0,1920,10128,86th St,4,5,6,,,,,,,,,0.283321167891151,3
3070,Upper East Side,11.0,6.0,40.782199,-73.95929699999998,15750000.0,5500.0,1928,10128,86th St,4,5,6,,,,,,,,,0.4084911065102157,3
3071,Upper East Side,1.0,1.0,40.780493,-73.950609,359000.0,500.0,1910,10128,86th St,4,5,6,,,,,,,,,0.4058326735709739,3
3072,Upper East Side,7.5,5.0,40.78262700000001,-73.955863,21900000.0,7000.0,2015,10128,86th St,4,5,6,,,,,,,,,0.323693193392078,3
3073,Upper East Side,6.0,5.0,40.784698,-73.953102,19500000.0,,1929,10128,96th St,6,,,,,,,,,,,0.20247808939585774,1
3074,Upper East Side,1.0,1.0,40.785301,-73.950401,439500.0,,1928,10128,96th St,6,,,,,,,,,,,0.058348387992299924,1
3075,Upper East Side,1.0,1.0,40.780385,-73.956186,849000.0,800.0,1939,10128,86th St,4,5,6,,,,,,,,,0.08394577483717487,3
3076,Upper East Side,1.0,0.0,40.777633,-73.94771300000002,295000.0,390.0,1910,10128,86th St,4,5,6,,,,,,,,,0.6747338335024035,3
3077,Upper East Side,5.0,4.0,40.782442,-73.95931800000002,7900000.0,,1917,10128,86th St,4,5,6,,,,,,,,,0.42845267816643945,3
3078,Upper East Side,2.0,2.0,40.779055,-73.951863,1300000.0,1400.0,1962,10128,86th St,4,5,6,,,,,,,,,0.2954899165078739,3
3079,Upper East Side,2.0,4.0,40.779897,-73.94605899999998,2450000.0,2500.0,1901,10128,96th St,6,,,,,,,,,,,0.7589447443643041,1
3080,Upper East Side,2.0,2.0,40.787347,-73.953711,899000.0,1100.0,1929,10128,96th St,6,,,,,,,,,,,0.2656423993838426,1
3081,Upper East Side,2.0,2.0,40.783285,-73.958199,1395000.0,156287.0,1925,10128,86th St,4,5,6,,,,,,,,,0.4482395326229248,3
3082,Upper East Side,2.0,1.0,40.782193,-73.94856,935000.0,793.0,1987,10128,96th St,6,,,,,,,,,,,0.4321190739699169,1
3083,Upper East Side,6.0,4.0,40.78315,-73.953779,8300000.0,3401.0,1901,10128,96th St,6,,,,,,,,,,,0.36632865762809264,1
3084,Upper East Side,2.0,4.0,40.785656,-73.95551400000002,1840000.0,51912.0,1900,10128,96th St,6,,,,,,,,,,,0.3611096412158669,1
3085,Upper East Side,2.0,3.0,40.787352,-73.955191,1850000.0,81133.0,1928,10128,96th St,6,,,,,,,,,,,0.373164239402924,1
3086,Upper East Side,2.0,2.0,40.782193,-73.94856,1385000.0,1100.0,1987,10128,96th St,6,,,,,,,,,,,0.4321190739699169,1
3087,Upper East Side,1.0,0.0,40.781479,-73.956841,950000.0,208788.0,1930,10128,86th St,4,5,6,,,,,,,,,0.21741197290138664,3
3088,Upper East Side,3.0,4.0,40.776014,-73.945683,8650000.0,4100.0,1899,10128,86th St,4,5,6,,,,,,,,,0.8986601600939926,3
3089,Upper East Side,1.0,0.0,40.779603,-73.952393,425500.0,,1930,10128,86th St,4,5,6,,,,,,,,,0.2450222063444713,3
3090,Upper East Side,1.0,2.0,40.778787,-73.947323,960000.0,1083.0,1963,10128,86th St,4,5,6,,,,,,,,,0.6777205647641471,3
3091,Upper East Side,2.0,3.0,40.7817,-73.953498,1400000.0,,1922,10128,86th St,4,5,6,,,,,,,,,0.2729042022288056,3
3092,Upper East Side,1.0,1.0,40.78665,-73.954235,539000.0,,1902,10128,96th St,6,,,,,,,,,,,0.26827913910299744,1
3093,Upper East Side,1.0,1.0,40.782688,-73.953856,550000.0,19986.0,1910,10128,86th St,4,5,6,,,,,,,,,0.3579300657400131,3
3094,Upper East Side,3.0,3.0,40.782031,-73.95649,4495000.0,2500.0,1925,10128,86th St,4,5,6,,,,,,,,,0.2652600284365236,3
3095,Upper East Side,1.0,0.0,40.780711,-73.95189599999998,327500.0,390.0,1920,10128,86th St,4,5,6,,,,,,,,,0.3096380252743455,3
3096,Upper East Side,3.0,3.0,40.778787,-73.947323,1585000.0,1400.0,1963,10128,86th St,4,5,6,,,,,,,,,0.6777205647641471,3
3097,Upper East Side,2.0,2.0,40.781398,-73.957397,2375000.0,,1963,10128,86th St,4,5,6,,,,,,,,,0.2342190931482424,3
3098,Upper East Side,1.0,1.0,40.781263,-73.95515,749000.0,650.0,1929,10128,86th St,4,5,6,,,,,,,,,0.17563530373726435,3
3099,Upper East Side,1.0,0.0,40.78197,-73.958765,475000.0,78700.0,1954,10128,86th St,4,5,6,,,,,,,,,0.3584431579305644,3
3100,Upper East Side,3.0,3.0,40.780828,-73.94848499999998,2295000.0,1818.0,2007,10128,96th St,6,,,,,,,,,,,0.5733037341874063,1
3101,Upper East Side,4.0,3.0,40.7846,-73.957435,3500000.0,112857.0,1948,10128,96th St,6,,,,,,,,,,,0.5402277637929371,1
3102,Upper East Side,2.5,2.0,40.7826,-73.95929699999998,13995000.0,,1930,10128,86th St,4,5,6,,,,,,,,,0.4398348183706465,3
3103,Upper East Side,5.0,5.0,40.785618,-73.956926,9000000.0,184263.0,1926,10128,96th St,6,,,,,,,,,,,0.4800422405948026,1
3104,Upper East Side,2.0,2.0,40.784999,-73.948402,1295000.0,1072.0,2005,10128,96th St,6,,,,,,,,,,,0.2176554414019185,1
3105,Upper East Side,4.0,2.0,40.783959,-73.957853,2650000.0,,1927,10128,86th St,4,5,6,,,,,,,,,0.5046475479147354,3
3106,Upper East Side,2.0,3.0,40.778787,-73.947323,1900000.0,1503.0,1963,10128,86th St,4,5,6,,,,,,,,,0.6777205647641471,3
3107,Upper East Side,1.0,2.0,40.784268,-73.95254200000002,785000.0,,1923,10128,96th St,6,,,,,,,,,,,0.20419132917997426,1
3108,Upper East Side,2.0,2.0,40.784999,-73.948402,1100000.0,900.0,2005,10128,96th St,6,,,,,,,,,,,0.2176554414019185,1
3109,Upper East Side,1.0,2.0,40.784268,-73.95254200000002,995000.0,,1923,10128,96th St,6,,,,,,,,,,,0.20419132917997426,1
3110,Upper East Side,3.0,3.0,40.77973400000001,-73.954411,2600000.0,1706.0,1991,10128,86th St,4,5,6,,,,,,,,,0.07545983369128892,3
3111,Upper East Side,3.0,3.0,40.78341500000001,-73.956369,1950000.0,51475.0,1928,10128,86th St,4,5,6,,,,,,,,,0.4147146458058769,3
3112,Upper East Side,1.0,0.0,40.776646,-73.947325,325000.0,,1905,10128,86th St,4,5,6,,,,,,,,,0.7438321742677976,3
3113,Upper East Side,1.0,0.0,40.782199,-73.95850300000002,585000.0,255.0,1923,10128,86th St,4,5,6,,,,,,,,,0.36201346717795707,3
3114,Upper East Side,2.0,2.0,40.7826,-73.954299,1090000.0,1100.0,1923,10128,86th St,4,5,6,,,,,,,,,0.3375372075759812,3
3115,Upper East Side,2.0,1.0,40.784704,-73.95475,675000.0,8085.0,1925,10128,96th St,6,,,,,,,,,,,0.3221318221637885,1
3116,Upper East Side,4.0,3.0,40.786267,-73.953402,4950000.0,,1930,10128,96th St,6,,,,,,,,,,,0.1886812754126312,1
3117,Upper East Side,4.0,4.0,40.785618,-73.956926,9995000.0,3840.0,1926,10128,96th St,6,,,,,,,,,,,0.4800422405948026,1
3118,Upper East Side,3.0,3.0,40.787507,-73.95555999999998,4600000.0,166158.0,1923,10128,96th St,6,,,,,,,,,,,0.4086648900543107,1
3119,Upper East Side,1.0,1.0,40.776646,-73.947325,475000.0,25000.0,1905,10128,86th St,4,5,6,,,,,,,,,0.7438321742677976,3
3120,Upper East Side,4.0,4.0,40.7846,-73.957435,6995000.0,112857.0,1948,10128,96th St,6,,,,,,,,,,,0.5402277637929371,1
3121,Upper East Side,2.0,2.0,40.786911,-73.956091,1995000.0,122701.0,1925,10128,96th St,6,,,,,,,,,,,0.4259740954437153,1
3122,Upper East Side,2.0,1.0,40.781199,-73.947197,798000.0,,1910,10128,96th St,6,,,,,,,,,,,0.5853541037666771,1
3123,Upper East Side,2.0,1.0,40.780217,-73.95383299999997,1298000.0,1250.0,1980,10128,86th St,4,5,6,,,,,,,,,0.13827949388823818,3
3124,Upper East Side,3.0,3.0,40.776699,-73.944,2295000.0,,1960,10128,86th St,4,5,6,,,,,,,,,1.0041745195349432,3
3125,Upper East Side,2.0,2.0,40.786499,-73.953102,2850000.0,,1930,10128,96th St,6,,,,,,,,,,,0.17351539174067998,1
3126,Upper East Side,1.0,1.0,40.776646,-73.947325,469000.0,534.0,1905,10128,86th St,4,5,6,,,,,,,,,0.7438321742677976,3
3127,Upper East Side,1.0,1.0,40.782005,-73.95413,799000.0,550.0,1962,10128,86th St,4,5,6,,,,,,,,,0.2786960858627074,3
3128,Upper East Side,3.0,4.0,40.78762,-73.954357,2500000.0,85290.0,1923,10128,96th St,6,,,,,,,,,,,0.3278293836611381,1
3129,Upper East Side,5.0,4.0,40.782199,-73.958702,11495000.0,4030.0,1931,10128,86th St,4,5,6,,,,,,,,,0.37308135577092144,3
3130,Upper East Side,1.0,2.0,40.78178,-73.94625400000002,850000.0,340068.0,1974,10128,96th St,6,,,,,,,,,,,0.5824246381008074,1
3131,Upper East Side,3.0,3.0,40.786921,-73.953805,1625000.0,114003.0,1929,10128,96th St,6,,,,,,,,,,,0.2475770444313294,1
3132,Upper East Side,11.0,5.0,40.7863,-73.953399,22500000.0,6000.0,1930,10128,96th St,6,,,,,,,,,,,0.1893880927742932,1
3133,Upper East Side,3.0,4.0,40.784204,-73.95179300000002,2450000.0,1800.0,1925,10128,96th St,6,,,,,,,,,,,0.1754299856844051,1
3134,Upper East Side,3.0,4.0,40.782514,-73.956163,6950000.0,,1930,10128,86th St,4,5,6,,,,,,,,,0.31314053769315786,3
3135,Upper East Side,5.0,5.0,40.784301,-73.9496,8362000.0,3564.0,2017,10128,96th St,6,,,,,,,,,,,0.1862982361945874,1
3136,Upper East Side,4.5,4.0,40.782199,-73.958702,6995000.0,2980.0,1931,10128,86th St,4,5,6,,,,,,,,,0.37308135577092144,3
3137,Upper East Side,3.0,3.0,40.783298,-73.955398,6295000.0,2900.0,1927,10128,86th St,4,5,6,,,,,,,,,0.3982045737665519,3
3138,Upper East Side,1.0,1.0,40.779418,-73.946873,549000.0,600.0,1920,10128,86th St,4,5,6,,,,,,,,,0.7101103583860512,3
3139,Upper East Side,3.0,3.0,40.7788,-73.947303,1795000.0,1650.0,1963,10128,86th St,4,5,6,,,,,,,,,0.6792049439869463,3
3140,Upper East Side,7.5,6.0,40.7863,-73.953399,7700000.0,,1930,10128,96th St,6,,,,,,,,,,,0.1893880927742932,1
3141,Upper East Side,1.0,1.0,40.78526,-73.954929,787000.0,485.0,1980,10128,96th St,6,,,,,,,,,,,0.3179381767101574,1
3142,Upper East Side,4.0,3.0,40.787978,-73.955207,4950000.0,163969.0,1924,10128,96th St,6,,,,,,,,,,,0.4096291485880521,1
3143,Upper East Side,2.0,2.0,40.782193,-73.94856,1295000.0,914.0,1987,10128,96th St,6,,,,,,,,,,,0.4321190739699169,1
3144,Upper East Side,1.0,1.0,40.785424,-73.95450699999998,595000.0,615.0,1962,10128,96th St,6,,,,,,,,,,,0.2796381034531595,1
3145,Upper East Side,5.0,5.0,40.784198,-73.953598,11900000.0,4400.0,1925,10128,96th St,6,,,,,,,,,,,0.2704422914678543,1
3146,Upper East Side,3.0,2.0,40.783959,-73.954949,1975000.0,166742.0,1940,10128,96th St,6,,,,,,,,,,,0.3765922859257629,1
3147,Upper East Side,4.0,3.0,40.782199,-73.956901,3395000.0,,1973,10128,86th St,4,5,6,,,,,,,,,0.2932771273465805,3
3148,Upper East Side,5.0,4.0,40.784301,-73.9496,6077000.0,2735.0,2017,10128,96th St,6,,,,,,,,,,,0.1862982361945874,1
3149,Upper East Side,2.0,2.0,40.786605,-73.953417,1750000.0,,1929,10128,96th St,6,,,,,,,,,,,0.202533818642549,1
3150,Upper East Side,5.0,4.0,40.7789,-73.94830300000002,5975000.0,,2017,10128,86th St,4,5,6,,,,,,,,,0.5942737450837109,3
3151,Upper East Side,0.0,2.0,40.77973400000001,-73.954411,1322732.0,1046.0,1993,10128,86th St,4,5,6,,,,,,,,,0.07545983369128892,3
3152,Upper East Side,5.5,5.0,40.780958,-73.954627,9295000.0,3970.0,1927,10128,86th St,4,5,6,,,,,,,,,0.1550144992191563,3
3153,Upper East Side,1.0,0.0,40.779055,-73.951863,459000.0,500.0,1962,10128,86th St,4,5,6,,,,,,,,,0.2954899165078739,3
3154,Upper East Side,5.0,6.0,40.784238,-73.953642,8950000.0,4400.0,1925,10128,96th St,6,,,,,,,,,,,0.2702244352016232,1
3155,Upper East Side,4.0,3.0,40.779998,-73.953498,4585000.0,1952.0,2019,10128,86th St,4,5,6,,,,,,,,,0.156450029433485,3
3156,Upper East Side,4.0,4.0,40.782001,-73.94830300000002,2600000.0,1674.0,1987,10128,96th St,6,,,,,,,,,,,0.4611424298585618,1
3157,Upper East Side,3.0,4.0,40.7789,-73.9514,2475000.0,2350.0,1966,10128,86th St,4,5,6,,,,,,,,,0.33722768140503884,3
3158,Upper East Side,2.0,4.0,40.786921,-73.954751,2195000.0,22600.0,1902,10128,96th St,6,,,,,,,,,,,0.31959935747206986,1
3159,Upper East Side,2.0,3.0,40.781361,-73.951088,1725000.0,1391.0,1975,10128,86th St,4,5,6,,,,,,,,,0.4020266292972876,3
3160,Upper East Side,1.0,2.0,40.78458,-73.952501,989000.0,1000.0,1923,10128,96th St,6,,,,,,,,,,,0.17645986308740697,1
3161,Upper East Side,1.0,0.0,40.776646,-73.947325,329000.0,,1905,10128,86th St,4,5,6,,,,,,,,,0.7438321742677976,3
3162,Upper East Side,1.0,2.0,40.787139,-73.954685,1195000.0,1200.0,1906,10128,96th St,6,,,,,,,,,,,0.3244699720538072,1
3163,Upper East Side,3.0,3.0,40.783786,-73.958189,3900000.0,166317.0,1929,10128,86th St,4,5,6,,,,,,,,,0.4978580096842546,3
3164,Upper East Side,2.0,3.0,40.780073,-73.955713,3990000.0,1970.0,1981,10128,86th St,4,5,6,,,,,,,,,0.03947743162154431,3
3165,Upper East Side,2.0,2.0,40.782852,-73.94878800000002,1350000.0,1000.0,1986,10128,96th St,6,,,,,,,,,,,0.35865148211997244,1
3166,Upper East Side,2.0,2.0,40.781208,-73.95696099999998,1189000.0,119281.0,1924,10128,86th St,4,5,6,,,,,,,,,0.1959232372305616,3
3167,Upper East Side,4.0,4.0,40.784301,-73.9496,11900000.0,3115.0,2017,10128,96th St,6,,,,,,,,,,,0.1862982361945874,1
3168,Upper East Side,1.0,1.0,40.781132,-73.947038,549000.0,515.0,1920,10128,96th St,6,,,,,,,,,,,0.5988716508885131,1
3169,Upper East Side,2.0,2.0,40.780828,-73.94848499999998,1595000.0,1200.0,2007,10128,96th St,6,,,,,,,,,,,0.5733037341874063,1
3170,Upper East Side,3.0,3.0,40.787507,-73.95555999999998,1950000.0,1800.0,1923,10128,96th St,6,,,,,,,,,,,0.4086648900543107,1
3171,Upper East Side,4.0,4.0,40.780399,-73.9524,5500000.0,3100.0,1987,10128,86th St,4,5,6,,,,,,,,,0.2577582910834071,3
3172,Upper East Side,3.0,3.0,40.778815,-73.952244,1629000.0,1400.0,1970,10128,86th St,4,5,6,,,,,,,,,0.27122762548567897,3
3173,Upper East Side,2.0,2.0,40.781727,-73.953518,1149000.0,,1922,10128,86th St,4,5,6,,,,,,,,,0.2744783387121665,3
3174,Upper East Side,1.0,1.0,40.783751,-73.952267,525000.0,,1923,10128,96th St,6,,,,,,,,,,,0.2383087733295847,1
3175,Upper East Side,3.0,3.0,40.784675,-73.953114,5000000.0,2800.0,1929,10128,96th St,6,,,,,,,,,,,0.2048763112060569,1
